,客户次类别,每房人数,客户主类别,新教比例,无宗教比例,已婚占比,同居占比,其它关系占比,单身占比,有子女,高等教育,中等教育,低等教育,高管,企业家,农场主,中层管理者,技术工人,非熟练劳工,社会阶层A,社会阶层B1,社会阶层C,社会阶层D,租房子,房主,一辆车,无车,公共社保,私人社保,收入低于30,收入45-75,收入75-122,平均收入,购买力水平,个人第三方保险,农业第三方险,投保车险,投保房车险,投保拖拉机险,投保农机险,投保机动自行车险,投保寿险,投保家庭意外险,投保身残险,投保火险,投保冲浪险,投保船险,投保自行车险,投保社会安全险,第三方私人险数量,第三方农业险数量,投保车险数量,投保拖拉机险数量,投保农机险数量,投保机动自行车险数量,投保寿险数量,投保家庭意外险数量,投保身残险数量,投保火险数量,投保冲浪险数量,投保船险数量,投保自行车险数量,投保财产险数量,投保社会安全险数量,移动房车险数量
660,24,2,5,5,3,6,0,3,4,3,1,3,5,2,1,0,3,3,2,1,1,5,2,5,4,6,3,6,3,3,2,1,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3667,33,3,8,5,3,6,2,1,0,6,0,6,3,3,0,5,2,0,0,2,4,0,0,0,9,6,2,6,3,0,0,2,5,3,0,3,6,0,0,0,0,0,2,0,5,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5341,22,2,5,5,2,9,0,0,0,3,7,0,2,3,5,0,0,0,2,6,0,2,0,0,9,9,0,2,7,0,5,2,6,2,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
3917,1,3,1,7,2,7,2,0,0,5,5,4,0,5,0,2,2,0,1,7,2,0,0,0,9,5,0,0,9,0,6,2,6,8,2,0,6,0,0,0,0,4,0,0,5,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1
3571,12,3,3,6,3,9,0,0,0,6,0,9,0,2,0,2,4,2,0,3,2,2,0,0,9,9,0,4,5,2,6,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2744,5,2,1,4,4,5,2,3,3,2,2,4,3,3,1,1,4,2,1,2,3,3,1,6,3,6,2,7,2,2,3,1,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3947,33,2,8,2,7,9,0,0,0,3,0,0,9,0,0,0,2,4,4,0,0,7,2,9,0,7,0,9,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1584,34,3,8,9,0,5,0,4,2,4,0,3,6,0,0,2,0,3,5,1,0,7,2,4,5,3,4,7,2,6,2,0,2,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4978,33,2,8,1,6,6,0,3,3,3,0,1,8,1,1,0,1,8,1,1,1,8,1,9,0,5,3,7,2,7,1,0,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
460,3,3,1,4,3,6,1,3,6,3,4,4,2,3,0,1,4,0,2,3,4,1,0,0,9,6,3,5,4,0,5,2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3050,9,3,3,5,4,7,0,2,2,3,0,7,2,0,0,0,7,0,2,0,3,2,0,9,0,9,0,9,0,4,0,0,3,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,11,2,3,6,2,7,1,1,1,1,5,4,0,4,0,0,1,4,0,5,4,0,0,9,0,8,1,4,5,0,4,0,5,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3512,8,4,2,2,4,8,1,0,0,7,5,3,1,2,0,0,6,1,2,5,3,1,0,0,9,7,0,4,5,0,4,2,8,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1479,13,3,3,4,3,7,1,2,1,6,1,7,1,3,0,0,6,1,1,2,2,2,0,7,2,7,1,6,3,1,4,1,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4312,36,2,8,4,2,7,0,2,2,3,1,5,4,1,0,0,3,1,4,1,1,4,0,2,7,5,2,5,4,2,3,0,4,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1085,37,2,8,4,4,3,2,4,4,2,0,5,4,0,0,0,7,0,2,0,5,4,0,7,2,7,2,9,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1255,2,2,1,5,5,9,0,0,0,0,0,9,0,0,5,0,0,0,5,5,0,4,0,6,3,7,0,3,6,2,4,1,5,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
77,11,2,3,6,2,7,1,1,1,1,5,4,0,4,0,0,1,4,0,5,4,0,0,9,0,8,1,4,5,0,4,0,5,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5171,33,4,8,3,5,6,1,3,0,9,0,5,4,0,0,0,0,4,5,0,0,4,0,9,0,5,3,7,2,9,0,0,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,26,1,6,5,4,5,0,4,5,0,1,3,6,2,0,2,2,2,3,2,1,3,2,9,0,5,4,9,0,3,1,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
875,6,3,2,4,3,6,1,2,2,4,3,4,3,3,1,0,4,1,2,3,2,2,1,3,6,6,2,6,3,2,4,2,5,8,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4044,6,3,2,9,0,9,0,0,0,5,0,5,4,5,0,0,0,0,4,2,0,2,0,0,9,9,0,4,5,0,7,0,8,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2972,24,2,5,4,5,3,0,6,5,4,3,3,4,0,0,0,3,2,4,0,2,3,2,9,0,3,5,9,0,9,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,33,3,8,5,4,4,0,5,3,5,1,3,6,0,0,2,2,4,3,0,1,5,1,2,7,5,3,7,2,3,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,8,3,2,7,1,6,0,3,2,4,4,3,2,3,0,0,5,1,1,3,2,2,0,0,9,6,2,5,4,1,4,1,5,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
353,39,2,9,4,5,3,1,6,3,4,0,1,8,1,0,0,1,0,7,0,0,2,5,8,1,4,4,7,2,7,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,33,3,8,9,0,9,0,0,0,6,0,4,5,2,0,0,2,5,0,2,2,6,0,0,9,7,0,4,5,0,4,0,4,3,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2450,23,2,5,1,6,1,3,5,5,4,0,0,9,0,0,0,0,3,6,0,0,3,6,9,0,5,3,8,1,5,0,0,2,3,0,0,6,2,0,0,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
3506,3,2,1,5,3,5,1,4,2,2,2,3,4,4,1,0,2,4,1,3,1,4,1,2,7,5,3,5,4,1,4,3,6,6,2,0,6,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
770,33,2,8,4,4,6,2,3,3,3,1,4,5,1,1,0,3,2,4,1,2,5,1,5,4,6,3,7,2,3,3,1,3,3,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3070,33,3,8,6,2,6,0,3,2,5,1,2,6,1,0,1,4,2,4,1,2,5,2,2,7,7,2,7,2,0,5,0,4,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5349,10,4,3,2,5,7,2,0,0,7,2,5,2,3,1,0,4,2,0,2,4,2,0,0,9,7,2,6,3,1,3,1,4,8,0,0,6,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3626,8,3,2,4,4,6,1,3,3,6,4,2,4,3,0,0,5,2,1,3,3,4,0,1,8,7,2,8,1,1,3,0,4,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3658,26,1,6,3,5,5,2,3,9,0,0,2,7,5,0,0,0,0,5,0,2,0,5,5,4,6,2,8,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,8,2,2,4,5,7,0,2,2,2,3,5,1,6,1,0,2,0,1,6,0,2,0,6,3,7,0,3,6,2,4,1,5,7,2,0,6,0,0,0,0,5,0,0,4,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1
899,1,3,1,5,2,9,0,0,1,3,4,5,1,7,0,0,2,0,0,4,4,2,0,0,9,6,0,5,4,0,7,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,38,3,9,4,3,5,2,3,2,4,2,3,5,1,1,2,2,3,1,2,2,4,1,3,6,5,3,7,2,3,2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4204,25,2,6,5,2,6,1,3,3,2,2,3,4,3,1,1,3,2,1,2,1,3,2,5,4,6,3,6,3,3,3,1,4,1,2,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1350,1,3,1,3,5,7,2,0,0,5,1,6,2,3,0,0,4,1,3,2,2,4,0,8,1,9,0,6,3,2,4,1,4,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2307,39,3,9,5,3,7,1,2,1,6,1,4,5,2,1,0,3,2,3,1,3,4,1,3,6,6,2,6,3,2,3,1,4,5,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3301,32,2,7,3,3,5,1,4,4,4,1,3,6,2,1,1,3,2,3,1,2,4,2,2,7,5,4,6,3,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4153,30,2,7,4,5,3,1,6,3,4,0,1,8,1,0,0,1,0,7,0,0,2,5,8,1,4,4,7,2,7,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,9,4,3,3,5,7,0,2,1,7,2,5,3,2,0,0,4,1,3,1,3,4,2,9,0,4,2,6,3,4,2,1,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,33,3,8,9,0,9,0,0,0,7,0,3,6,3,0,0,2,5,0,2,2,5,0,0,9,6,0,3,6,0,4,0,4,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1124,3,2,1,4,5,5,2,3,2,4,3,3,4,6,0,0,2,0,2,3,2,2,2,4,5,5,3,6,3,3,3,1,4,6,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2823,3,3,1,4,4,6,1,2,2,5,2,4,3,3,1,1,3,2,2,3,2,3,0,4,5,6,1,4,5,2,4,1,5,6,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
453,38,3,9,5,3,7,1,2,2,5,2,4,4,3,1,2,2,2,1,3,2,3,1,3,6,6,1,5,4,3,3,2,4,3,2,0,6,0,0,0,0,3,0,0,4,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
5543,25,2,6,4,2,3,2,5,4,1,2,4,4,1,1,0,6,1,2,1,2,5,2,9,0,6,3,5,4,5,2,0,3,1,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2591,26,1,6,5,4,5,0,4,5,0,1,3,6,2,0,2,2,2,3,2,1,3,2,9,0,5,4,9,0,3,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5561,33,2,8,9,0,9,0,0,0,4,0,5,4,0,0,0,1,8,1,0,0,8,0,1,8,5,4,9,0,1,0,5,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,33,2,8,7,2,7,2,0,0,4,0,3,6,2,0,0,2,5,2,2,1,5,2,0,9,4,2,6,3,2,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2633,3,1,1,5,2,5,1,4,4,1,1,7,2,2,1,0,6,1,1,2,4,2,1,4,5,7,2,5,4,4,3,1,3,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3414,9,2,3,4,5,4,3,3,2,4,1,4,5,1,0,0,2,3,4,1,1,4,1,8,1,6,2,8,1,3,2,0,3,4,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
4603,10,3,3,3,5,7,2,0,0,5,1,6,3,2,0,0,3,2,3,1,2,4,0,8,1,9,0,6,3,1,6,1,5,8,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5702,7,3,2,7,0,7,2,0,0,3,2,7,0,2,0,0,7,0,0,2,3,0,0,0,9,7,0,7,2,0,3,0,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2152,39,2,9,5,4,5,2,3,4,2,0,5,4,0,0,0,5,4,1,0,4,4,0,0,9,7,0,7,2,0,1,0,3,5,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3544,41,2,10,5,2,7,1,1,0,3,2,0,7,2,2,3,2,1,2,1,1,3,1,1,8,8,1,5,4,2,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3171,23,2,5,5,3,3,3,4,4,3,2,5,2,2,0,0,3,1,4,1,3,2,1,8,1,6,3,8,1,4,3,0,5,3,2,0,5,0,0,0,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
987,5,2,1,5,2,5,1,4,3,3,1,3,6,2,1,1,3,4,2,1,2,6,1,6,3,6,3,7,2,4,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,13,3,3,4,3,7,1,2,1,6,1,7,1,3,0,0,6,1,1,2,2,2,0,7,2,7,1,6,3,1,4,1,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
117,33,3,8,2,6,6,0,3,3,4,0,4,5,1,0,0,3,5,2,1,2,7,1,8,1,5,4,9,0,0,9,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2634,33,3,8,7,2,7,0,2,0,5,0,0,9,0,0,0,2,7,0,0,0,9,0,9,0,7,2,9,0,3,2,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5572,12,3,3,3,5,9,0,0,0,6,1,7,2,1,1,0,8,1,1,1,2,5,0,5,4,6,3,5,4,2,2,0,3,7,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5660,6,3,2,5,3,9,0,0,3,4,7,2,0,9,0,0,0,0,0,0,6,0,0,0,9,7,0,2,7,3,0,0,3,8,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3682,20,1,5,6,3,0,0,9,9,0,0,0,9,0,0,0,0,3,6,0,0,3,6,9,0,0,9,9,0,9,0,0,1,2,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4172,9,3,3,5,4,7,1,2,0,4,0,5,4,4,0,1,3,1,2,0,0,9,0,7,2,6,1,4,5,0,7,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,34,2,8,4,4,7,1,2,4,2,0,3,6,0,0,0,9,0,0,0,3,5,1,7,2,6,1,5,4,5,1,0,3,6,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2517,35,2,8,3,3,5,2,3,3,3,1,3,5,2,0,1,3,3,2,1,1,4,2,7,2,7,0,4,5,3,3,1,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1,3,1,5,2,9,0,0,1,3,4,5,1,7,0,0,2,0,0,4,4,2,0,0,9,6,0,5,4,0,7,1,5,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3751,2,3,1,4,5,6,0,3,3,5,3,2,4,6,2,0,1,1,0,4,1,3,0,3,6,6,1,3,6,3,4,1,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,31,3,7,8,1,6,1,2,1,5,0,3,6,1,0,0,3,2,4,1,2,4,3,6,3,5,4,7,2,6,1,1,2,1,2,0,5,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
3947,33,2,8,2,7,9,0,0,0,3,0,0,9,0,0,0,2,4,4,0,0,7,2,9,0,7,0,9,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4165,33,3,8,6,2,6,0,3,2,5,1,2,6,1,0,1,4,2,4,1,2,5,2,2,7,7,2,7,2,0,5,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,32,3,7,5,3,5,1,4,3,4,2,2,6,1,1,1,2,4,2,1,1,5,1,4,5,6,2,7,2,3,2,0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
815,8,3,2,7,1,6,0,3,2,4,4,3,2,3,0,0,5,1,1,3,2,2,0,0,9,6,2,5,4,1,4,1,5,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
335,12,4,3,4,5,9,0,0,0,7,0,5,4,2,0,0,2,3,3,1,2,4,1,1,8,5,2,8,1,2,4,2,5,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5222,9,2,3,2,4,8,1,1,1,3,2,7,1,2,0,0,7,1,1,2,5,1,0,6,3,8,1,7,2,1,3,1,4,4,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2826,30,3,7,4,4,6,1,3,1,5,1,3,5,3,0,1,4,1,2,1,2,3,1,2,7,4,5,7,2,2,2,4,6,2,0,0,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5222,9,2,3,2,4,8,1,1,1,3,2,7,1,2,0,0,7,1,1,2,5,1,0,6,3,8,1,7,2,1,3,1,4,4,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2011,39,3,9,5,3,7,1,2,3,5,1,3,6,2,1,1,2,3,3,1,1,5,2,5,4,5,2,7,2,4,1,1,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,39,3,9,7,0,8,1,1,1,5,0,6,3,2,2,0,4,2,1,2,5,3,1,0,9,7,1,2,7,0,3,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,39,3,9,5,4,7,0,2,0,8,0,3,6,0,0,0,3,3,4,0,1,5,2,9,0,7,0,9,0,2,1,0,3,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
629,34,4,8,4,3,7,1,2,0,9,0,0,9,0,0,0,0,5,4,0,0,5,4,9,0,6,2,7,2,0,5,0,4,6,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
5756,6,5,2,4,4,4,2,4,0,8,4,5,0,4,0,0,0,1,4,4,4,1,0,0,9,5,4,7,2,4,2,3,5,8,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
98,36,2,8,4,2,7,0,2,2,3,1,5,4,1,0,0,3,1,4,1,1,4,0,2,7,5,2,5,4,2,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1284,33,2,8,7,2,5,1,4,4,5,0,2,7,0,0,1,2,6,1,0,2,7,1,8,1,5,4,8,1,5,2,0,3,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
3344,20,1,5,3,5,1,1,8,7,1,2,2,6,1,0,0,3,3,4,1,2,5,1,9,0,5,4,7,2,5,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,37,3,8,6,2,7,1,2,0,6,4,2,4,4,0,1,0,2,3,4,0,3,2,2,7,7,0,5,4,2,3,3,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,34,3,8,4,5,9,0,0,0,4,3,4,3,2,0,0,5,2,1,2,1,4,1,2,7,5,0,5,4,0,3,2,8,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1618,33,2,8,5,2,9,0,0,0,3,7,0,2,3,5,0,0,0,2,6,0,2,0,0,9,9,0,2,7,0,5,2,6,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
5230,38,2,9,5,4,2,0,7,4,2,2,4,3,2,0,0,4,2,2,1,1,3,1,3,6,7,2,7,2,5,3,2,3,3,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2766,35,2,8,9,0,5,0,4,4,3,0,3,6,0,0,2,0,3,5,2,0,5,3,0,9,3,4,7,2,5,4,0,2,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
572,24,2,5,3,6,5,2,3,3,5,1,4,5,1,0,0,3,4,2,1,2,5,1,8,1,6,2,8,1,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1575,33,3,8,7,2,6,0,3,2,5,0,5,5,3,0,5,1,0,1,3,1,1,0,0,9,3,3,2,7,2,3,0,3,3,2,0,7,2,3,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
751,24,2,5,6,2,4,1,5,5,2,3,4,3,4,0,0,3,1,2,3,1,3,1,4,5,5,4,5,4,5,3,1,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5442,34,5,8,8,0,9,0,0,0,8,1,5,4,2,2,0,4,1,2,2,2,4,0,0,9,5,0,7,2,0,2,0,4,6,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5213,12,4,3,4,2,9,0,0,0,8,2,4,4,2,0,0,7,1,0,0,3,3,0,2,7,9,0,9,0,0,4,5,8,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
802,39,2,9,5,0,0,0,9,7,2,0,0,9,0,0,0,0,6,3,0,0,6,3,7,2,7,2,7,2,7,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,39,3,9,2,2,5,2,3,2,5,4,3,2,3,0,1,4,2,2,3,3,4,0,6,3,5,1,4,5,1,4,2,6,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1692,13,2,3,2,5,3,4,3,3,3,6,2,2,6,0,0,2,2,0,6,2,2,0,7,2,7,0,3,6,2,6,0,4,6,2,0,6,1,0,0,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4881,12,4,3,4,2,9,0,0,0,8,2,4,4,2,0,0,7,1,0,0,3,3,0,2,7,9,0,9,0,0,4,5,8,7,2,0,6,0,0,0,0,0,3,0,4,0,0,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1
632,9,2,3,7,2,7,1,2,3,3,2,3,5,3,0,3,3,2,0,2,2,3,0,1,8,5,3,3,6,3,4,0,3,4,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0
